Word,POS Tag,Frequency
doktetny,PROPN,1
tomy,PROPN,1
martin,PROPN,1
marthius,NOUN,1
berkelanjutan,VERB,1
teratasi,VERB,1
respectdokter,PROPN,1
akuratt,VERB,1
ngantri,NOUN,2
poli,NOUN,1
swt,PROPN,1
berlipat,VERB,1
komplain,NOUN,3
oprasional,NUM,2
toko,NOUN,5
2200,NUM,1
invoice,NOUN,1
2052,NUM,1
opsi,NOUN,7
kembalikan,VERB,3
beban,NOUN,2
fokterdalam,NOUN,1
system,NOUN,1
3hari,NOUN,1
kliring,NOUN,1
konsumen,NOUN,3
terbatas,ADJ,3
pasrah,VERB,1
uninstal,NUM,5
selamanya,ADV,1
kapok,VERB,3
½,NOUN,1
ngadu,VERB,1
ngomong,VERB,5
faedahnya,NOUN,1
basa,VERB,1
basi,ADJ,1
sdah,PROPN,1
kli,NUM,1
jwban,NOUN,2
aladokternya,NOUN,1
era,NOUN,2
digital,ADJ,1
telp,PROPN,1
menguasai,VERB,1
tiroid,NOUN,1
nyesal,NOUN,2
ngabisin,NUM,1
diajukan,VERB,2
lanjutkan,NOUN,1
bmanfaat,NOUN,1
dimudahkan,VERB,1
nyaa,NOUN,1
nanti,ADV,7
anaklangsung,NUM,1
ama,ADP,3
terimakasihh,NOUN,1
dimengertiterima,NOUN,1
dihadapi,VERB,1
and,CONJ,1
assalamualaikumdok,PROPN,1
penderita,NOUN,4
ambeyen,NOUN,1
setadiun3afakah,NUM,1
gassss,NUM,1
imformatif,NUM,1
pakek,NOUN,1
gambarnya,NOUN,1
alm,NOUN,1
rian,PROPN,1
eeh,NUM,1
kalangan,NOUN,1
nyadar,NOUN,1
penyelesaian,NOUN,1
accurat,NUM,1
kecocokan,NOUN,1
herbal,NOUN,3
vco,NOUN,1
matcha,NOUN,1
diminum,VERB,1
literaturnya,NOUN,1
berusaha,VERB,2
ramahsabar,NUM,1
detailjelas,NUM,1
assalamualaikum,PROPN,1
awalnya,ADV,2
berlubang,VERB,1
dahak,NOUN,1
bau,NOUN,2
adanya,NOUN,5
alodoktersy,PROPN,1
harapan,NOUN,1
lainnya,ADJ,4
lfi,NOUN,1
kyk,NOUN,2
bot,ADJ,4
ampas,NOUN,1
disediakan,VERB,1
templet,NOUN,1
tolol,PROPN,5
barusan,VERB,1
pilih,VERB,4
gakepake,NOUN,1
nulis,NOUN,1
kl,PROPN,3
nantinya,NOUN,1
kebijakan,NOUN,1
justru,ADV,1
ratingnya,VERB,1
menanggulangi,VERB,1
baiknya,PROPN,3
diubah,VERB,1
ecommerce,PROPN,1
misalnya,NOUN,1
klik,NOUN,5
shopeepay,NOUN,4
sengaja,ADV,2
bayarnya,PROPN,3
doktenya,PROPN,4
genting,NOUN,2
bejerjasama,VERB,1
gmna,NOUN,3
teruss,PROPN,1
tanggapjelas,NUM,1
sempat,ADV,5
carinya,NOUN,1
random,NOUN,1
tololnya,NOUN,1
lokasinya,NOUN,1
dijual,VERB,1
adek,NOUN,1
muter2,NOUN,1
jengkel,VERB,1
belik,NOUN,1
siap,VERB,1
dtg,NOUN,3
same,NOUN,2
nerima,VERB,1
unistal,PROPN,3
pengirimanya,NOUN,1
kamipembeli,NOUN,1
pembeli,NOUN,1
daerahnya,NOUN,1
kembaliretur,NUM,1
propesional,NUM,1
mlencoba,VERB,1
ditingkatkan,VERB,4
psikolog,NOUN,3
profesional,ADJ,4
mudeng,VERB,1
gpp,NUM,1
xx,PROPN,2
bkn,NUM,2
kewenangan,NOUN,1
sbg,NOUN,1
februari,NOUN,1
eskalasi,NOUN,1
membantukami,ADJ,1
trsebuttolong,NUM,1
tersebutkculi,NOUN,1
sama2,NOUN,1
penghasilan,NOUN,3
mslh,VERB,1
pembayaranblum,PROPN,1
tentu,ADV,1
perubahan,NOUN,2
atasi,NOUN,2
aodokter,PROPN,1
infonya,PROPN,2
donload,VERB,2
faham,NOUN,1
zaman,NOUN,1
skarang,PROPN,1
martinus,PROPN,1
satya,PROPN,1
gani,PROPN,1
selaluaamiiin,NUM,1
sekelas,VERB,1
buset,PROPN,1
full,PROPN,1
trafic,NOUN,1
lancar,NOUN,3
duluugratis,NUM,1
berharga,VERB,1
bertahun,VERB,1
dibanyakin,VERB,1
dokternyat,PROPN,1
mntap,PROPN,1
menginformasikan,VERB,1
diresepin,PROPN,2
ditanggal,NUM,1
16,NUM,1
benjolan,VERB,3
payudara,NOUN,1
sesak,NOUN,1
rusuk,NOUN,1
haha,NOUN,1
lawak,NOUN,1
tergabung,VERB,1
gerak,NOUN,3
menjawabterima,NOUN,1
tergesa,VERB,1
gesa,NOUN,1
robot,NOUN,2
dimaklumi,VERB,1
spesialisnya,NOUN,1
penjelasaan,PROPN,1
baiikkk,PROPN,1
penting,ADJ,2
digambarkan,VERB,1
kalimat,NOUN,1
urgen,NOUN,1
ydh,PROPN,1
blom,NUM,2
besok,NOUN,4
jaminan,NOUN,1
visa,NOUN,1
cancell,NOUN,1
gua,NOUN,8
ditilep,PROPN,1
anying,PROPN,1
prtnyaan,NUM,1
jwabannya,VERB,1
kolom,NOUN,3
gaje,NOUN,1
rb,NOUN,1
got,NOUN,1
nothing,NOUN,1
laporan,NOUN,2
plong,NUM,1
operasinya,NOUN,1
jugah,VERB,1
bertnya,NOUN,2
berbicara,VERB,1
keluhannya,NOUN,1
lumayanmeski,PROPN,1
lamatinggal,NOUN,1
kasiat,NOUN,1
menanggapi,VERB,3
dijanjikan,VERB,2
ribett,NUM,1
bgttt,NUM,1
office,NOUN,1
penjualan,NOUN,1
seminggu,NOUN,2
dibalik,VERB,1
pesenan,NUM,1
muakkk,NUM,1
mendetil,ADJ,1
jagat,NOUN,1
dimasukin,NOUN,1
keranjang,NOUN,1
bisa2,NOUN,3
flek,NOUN,1
muda,ADJ,2
stuck,PROPN,2
logo,PROPN,1
hati2,NOUN,1
sales,NOUN,2
daftarin,VERB,2
ktp,PROPN,1
rek,NUM,3
atm,NOUN,5
bakalan,PROPN,2
kesedot,NOUN,1
39ribu,NUM,1
bulannya,NOUN,2
komfirmasi,NOUN,1
maling,NOUN,2
jarang,ADV,2
39rb,NUM,1
bln,NOUN,2
akhirat,NOUN,2
ridho,NOUN,1
efesiensi,NOUN,1
totalitas,NOUN,1
btul,NUM,1
suyanti,NUM,1
selama10,NUM,1
menghilang,VERB,2
keuntungannya,NOUN,1
jelasmasak,NOUN,1
nahan,VERB,1
datangpadahal,NOUN,1
dikota,ADP,1
besarknp,PROPN,1
ujungnya,NOUN,4
dahlah,NOUN,1
kesebelah,NOUN,2
gembel,NOUN,2
otpt,PROPN,1
respot,NOUN,1
autodebit,NOUN,1
49k,PROPN,1
pdahal,NUM,2
sejauh,NOUN,1
penahanan,NOUN,1
hri,NOUN,1
merah,NOUN,6
dihitung,VERB,1
sekarangtidak,NOUN,1
jujur,NOUN,3
bertanggung,VERB,2
sekluarga,NUM,1
penguna,NOUN,1
membantuya,NOUN,1
terpitong,VERB,1
pencet,VERB,2
mendidik,NOUN,1
nyamantap,NOUN,1
respons,NOUN,5
responx,NOUN,1
bantuanya,NUM,1
puasdengan,PROPN,1
dexanta,NOUN,1
menyusui,NOUN,1
menghapus,VERB,1
sediakan,NOUN,1
bakal,ADV,1
spesifik,ADJ,1
terkesan,VERB,1
menyepelekan,NOUN,1
keluarkan,NOUN,3
membayarnya,VERB,1
review,NOUN,1
sebanding,VERB,1
maximal,PROPN,1
prtma,VERB,2
semakim,PROPN,1
jelassssssss,NOUN,1
burukkkkkkk,NOUN,1
dianggurin,PROPN,1
20menit,PROPN,1
anjaaay,PROPN,1
bener2,NOUN,3
terbuang,VERB,1
siang2,NUM,1
akuratsaya,NOUN,1
butut,PROPN,1
tukang,NOUN,1
ituya,NOUN,1
terimahkasih,NUM,1
lamaaaaaa,PROPN,1
responyaaaaaa,NUM,1
payaah,PROPN,1
tahunan,ADJ,1
dibalasbalas,VERB,1
dibayarkan,VERB,1
hangus,NOUN,3
suami,NOUN,5
kesembuhan,NOUN,1
aamiin,NUM,1
bangettrima,NOUN,1
dom,PROPN,1
dipilihkan,NOUN,2
surabaya,PROPN,1
blitar,PROPN,1
dipilih,VERB,1
ketersediaan,NOUN,2
warna,NOUN,1
kena,NOUN,6
potongan,NOUN,1
49000guna,NUM,1
sayaklo,NOUN,1
bgni,PROPN,1
tntang,NOUN,1
jawap,PROPN,1
epilepsi,NOUN,1
dibantu,VERB,2
jogja,NOUN,1
bahaya,NOUN,2
trmksh,NOUN,1
lola,PROPN,1
nunvgu,NOUN,1
gag,NOUN,1
berjam,VERB,1
ayolahhh,NUM,1
responn,PROPN,1
hmm,PROPN,4
sihh,PROPN,1
1dr,NOUN,1
tanganin,PROPN,1
luvv,PROPN,1
bangett,NOUN,2
super,PROPN,2
sempit,ADJ,2
hub,NOUN,2
csnya,PROPN,1
edukasinya,NUM,1
maf,NUM,1
suntik,NOUN,3
kb,NOUN,1
mulai,ADP,3
november,NOUN,1
2023,NUM,1
kpn,NOUN,1
55rb,PROPN,3
lira,PROPN,1
karawang,PROPN,1
kwintasi,PROPN,1
terpisah,ADJ,1
anehnya,VERB,1
pemberitahuan,NOUN,1
insya,NOUN,1
jawaban2nya,NUM,1
makash,PROPN,1
tindakn,NOUN,1
berikut,ADP,1
maag,NOUN,1
kronis,NOUN,1
ulasanya,PROPN,1
menyukai,VERB,1
apli,NOUN,1
james,PROPN,1
ramahgod,ADJ,1
bless,PROPN,1
ramahhh,PROPN,1
penjelasa,PROPN,1
keburuhang,NOUN,1
nutup,VERB,1
pasienny,PROPN,1
sepuasnya,VERB,1
bagua,PROPN,1
tnpa,PROPN,1
data2,NOUN,1
lha,NOUN,1
maksutnya,NOUN,1
po,NOUN,1
menghadapi,VERB,2
arahkan,NOUN,1
doketr,NOUN,1
ekspektasi,NOUN,1
dikatakan,VERB,1
chikungynya,NOUN,1
doktr,PROPN,2
doktersaya,PROPN,2
oprasi,NOUN,1
usus,NOUN,1
buntu,NOUN,1
40,NUM,1
lalukondisi,VERB,1
membaiktapi,VERB,1
ki,NOUN,1
bawahkenapa,NOUN,1
pelayananarespon,PROPN,1
an3h,PROPN,1
setelan,PROPN,1
gboard,NOUN,1
ganti2,PROPN,1
sendi4i,PROPN,1
tulisanya,PROPN,1
benar2,VERB,3
gimna,NUM,3
kedokter,NOUN,4
ditolak,VERB,3
295000,PROPN,1
gopayovoternyata,NUM,1
714,NUM,1
kerjaini,NUM,1
keaplikasi,NOUN,1
juta,NUM,2
berapa,DET,1
putar2,VERB,1
klien,NOUN,1
rf,PROPN,2
apresiasi,NOUN,1
penuh,ADJ,3
kinerja,NOUN,1
1x24,NUM,3
disana,ADV,2
sorry,PROPN,1
information,NOUN,2
dng,NOUN,2
hernia,NOUN,1
amoxilin,NOUN,1
bencolan,PROPN,1
dikit,PROPN,1
pd,NOUN,2
kemaluan,NOUN,1
sembuhgak,VERB,1
quick,PROPN,2
okll,PROPN,1
baikramah,NUM,1
sedia,VERB,1
manjur,VERB,4
lindungan,NOUN,1
yesus,PROPN,1
kristus,PROPN,1
jh,PROPN,1
besssttt,NUM,1
baikramahjawaban,PROPN,1
mgrti,NUM,1
mesin,NOUN,1
lwamaaaa,VERB,1
bgtttt,NUM,1
dokternyasampe,NUM,1
21,NUM,1
jos,PROPN,2
malamanak,NOUN,1
membantudan,ADJ,1
kenal,VERB,1
ceapt,NUM,1
berulang,ADV,1
terkontaminasi,VERB,1
bukti,NOUN,1
ktnya,NUM,1
mnt,NOUN,1
bgttp,NOUN,1
goggle,PROPN,1
kirimkecewa,NOUN,1
⁹,NUM,2
4s,PROPN,1
8q,PROPN,1
hy6,PROPN,1
trt,PROPN,1
fitri,PROPN,1
ramahsemoga,VERB,1
swtulus,NOUN,1
kondultasi,PROPN,1
biasanya,ADV,2
pejelasannya,PROPN,1
gimanaudah,NUM,1
sekian,NOUN,1
berulang2,ADJ,1
mnjelaskan,NOUN,1
mlas,PROPN,1
mksih,PROPN,1
pilihannya,NOUN,1
ngejelasinnya,VERB,1
baterai,NOUN,1
lowbat,NOUN,1
astagaaa,NUM,1
buk,NOUN,1
sangattt,PROPN,2
aplikasikan,VERB,1
terkena,VERB,2
ekonomi,NOUN,3
menengah,NOUN,1
pikir,VERB,4
model,NOUN,1
diterapkan,VERB,1
4050rb,NUM,1
pertanyaanpertanyaannya,NUM,1
terjepit,VERB,3
kasik,NUM,1
tadinya,VERB,4
runut,NOUN,1
br,PROPN,3
donwload,NOUN,3
menginstal,VERB,2
persen,NOUN,1
komunitasforum,NUM,1
pertayaan,PROPN,1
komunitas,NOUN,1
forum,NOUN,1
chatbayar,NUM,1
trimksh,PROPN,1
vaksin,NOUN,3
dosis,NOUN,5
bareng,NOUN,1
desa,NOUN,1
banya,NOUN,1
diperiksa,VERB,1
bagusdokternya,VERB,1
terperinci,ADJ,1
dalami,NUM,1
brrti,NOUN,1
butuhnya,NOUN,1
week,PROPN,1
pertolongan,NOUN,5
kedepannya,VERB,1
menjadikan,VERB,1
overthingking,PROPN,2
pengikut,NOUN,1
tlp,PROPN,1
mks,PROPN,1
menjelaskannya,VERB,1
maps,PROPN,1
bekerjasama,VERB,1
yaharus,PROPN,1
yasoalnya,NOUN,1
smart,NOUN,2
yuk,NOUN,1
errornya,NUM,1
ditungguin,VERB,1
aje,NOUN,1
btvr,PROPN,1
vg,PROPN,1
r,PROPN,4
vvv,PROPN,1
vrv,PROPN,1
dd,PROPN,1
td,NOUN,2
fcrcccvr,NUM,1
ggtttttbttgtvftgff,PROPN,1
ff,PROPN,5
f,PROPN,11
fv,PROPN,1
fff,PROPN,2
fc,PUNCT,1
be,NOUN,2
ct,PROPN,1
nn,PROPN,1
ehhh,PROPN,2
rct,PROPN,1
tr,PROPN,1
rrv,PROPN,1
bbbvvffrvrvfvggtg,PROPN,1
trauma,NOUN,1
komersil,NOUN,1
kopet,NUM,1
blass,NUM,1
dokterdst,NOUN,1
doker,NOUN,1
diaplikasi,NOUN,1
laku,NOUN,1
paga,PROPN,1
lupa,VERB,2
insulin,NOUN,1
orang2,NOUN,3
okey,PROPN,2
pesannya,NOUN,1
sempet,VERB,1
slmt,PROPN,1
gatal,ADJ,4
kucek,PROPN,1
kabut,NOUN,1
baikkk,PROPN,2
gapernah,VERB,2
bbrp,NUM,2
3th,PROPN,1
saldoku,NOUN,1
dataku,VERB,1
kutahu,VERB,1
halodok,NUM,2
pink,VERB,1
2hari,PROPN,1
gangerti,NUM,1
kesel,NOUN,5
gaakan,NUM,1
uangku,PROPN,1
ilang,PROPN,2
40rb,NOUN,1
thn,PROPN,1
strok,PROPN,1
baal,NOUN,1
tangan,NOUN,6
urat,NOUN,1
ketiak,NOUN,1
tegang,NOUN,1
lau,NOUN,1
jalan,NOUN,3
penyembuhan,NOUN,1
obat2an,NOUN,1
simpel,PROPN,2
perbanyak,PROPN,1
terinci,VERB,1
penjelsan,PROPN,1
yrimaksih,NOUN,1
bngsat,NUM,1
ed,PROPN,1
sheeran,PROPN,1
lego,PROPN,1
rt,PROPN,1
dz,NUM,1
aakun,NOUN,1
tahap,NOUN,1
gmail,NOUN,1
mantappp,PROPN,1
unduh,NOUN,1
teransfer,NOUN,1
respos,NOUN,1
harua,NUM,1
belanja,NOUN,1
alodoktercpt,NUM,1
garcep,NUM,1
goodd,PROPN,3
diriku,NOUN,1
nnya,PROPN,1
tgguin,PROPN,1
gaa,PROPN,1
blas2,NUM,1
sanggat,PROPN,2
syaa,NOUN,1
allahdokter,PROPN,1
sekalijazaakillah,NOUN,1
khair,PROPN,1
doktersehat,PROPN,1
permaslahan,NOUN,1
diskusi,NOUN,2
eror,NOUN,4
yaallah,PROPN,1
dengerin,NOUN,1
dilema,NOUN,1
anaksehat,NOUN,1
ket,NOUN,2
turunin,PROPN,1
ah,PROPN,1
hantem,VERB,1
maksa,VERB,1
end,VERB,1
barulah,ADV,1
dosisnya,NOUN,1
tertera,VERB,2
whatsapp,NOUN,2
40rebu,NOUN,1
umumnya,ADV,2
telaten,PROPN,3
bangeet,NOUN,1
hingga,ADP,2
penjelasnnya,NUM,1
pokonyaaaa,NUM,1
sippp,PROPN,1
antara,ADP,1
klaten,NOUN,1
semarang,PROPN,1
cepatjelas,NUM,1
syg,NUM,1
msh,NOUN,2
cepatdokternya,NOUN,1
penjelasaany,NOUN,1
nyaga,NOUN,1
asik,PROPN,2
nyakaku,NUM,1
sore,NOUN,1
kakinya,NOUN,2
basah,ADJ,1
berkeringat,NOUN,1
berlebih,NOUN,1
tanda,NOUN,1
khawatir,ADV,2
takutnyarespon,NUM,1
duitnya,NOUN,1
ditahan,VERB,1
lapor,NOUN,2
mendetail,VERB,1
yatidak,NOUN,2
box,NOUN,1
penerangan,NOUN,1
inidikasih,NUM,1
belitp,PROPN,1
tahan,VERB,1
autoimun,NOUN,1
miliya,NOUN,3
adakah,VERB,1
apalg,NOUN,1
lepas,NOUN,1
sarapan,NOUN,1
mak,NOUN,1
nasi,NOUN,1
goreng,PROPN,1
sisa,NOUN,3
siang,NOUN,3
magrib,NOUN,1
mual,VERB,3
muntah,VERB,2
diatas,ADP,2
pusar,NOUN,2
agat,PROPN,1
pusing,NOUN,2
20th,PROPN,1
verifikasinya,NUM,2
daftarnya,NOUN,1
harini,NOUN,1
lainorang,VERB,1
k,NOUN,2
malahan,NOUN,1
kualitas,NOUN,1
mnrt,NUM,1
sok,NOUN,1
tsb,NOUN,2
bagusssss,NOUN,1
jaringan,NOUN,2
digitalisasi,NOUN,1
niar,PROPN,1
better,NOUN,1
tetangga,NOUN,3
rekomendasiin,PROPN,1
ngebatalin,NUM,1
kasihan,NOUN,1
syariah,ADJ,1
nanyaini,VERB,1
yaaakok,NUM,1
aplikasinua,NUM,1
buu,PROPN,1
juniarr,PROPN,1
responpesan,NOUN,1
aloproteksi,NOUN,2
akhir2,NUM,1
marketingnya,NOUN,1
ttp,PROPN,3
haduuuuh,VERB,1
spelsnya,NOUN,1
psikologi,NOUN,1
cum,PROPN,1
gotu,NOUN,1
bisabisa,NUM,1
ikuti,VERB,1
terdaftar,VERB,1
proteksi,NOUN,2
utama,ADJ,1
2019,NUM,2
pemberitahun,NUM,1
keanggotaan,NOUN,1
berpotensi,VERB,1
dibalas2,NOUN,1
dei,PROPN,1
mestinya,ADV,2
gesit,VERB,1
huhuhuhu,NOUN,1
kenyataannya,NOUN,1
tugingo,NOUN,1
hasilnya,NOUN,2
mulsi,VERB,1
sakitnya,NOUN,1
kencingpertama,NOUN,1
berbusa,VERB,2
kencing,ADJ,1
berikutnya,ADJ,1
busanya,VERB,1
bekerja,VERB,2
ginjsl,NOUN,1
sigap,NOUN,1
orangorang,NOUN,2
menjalani,VERB,1
barakallahu,NOUN,2
fiik,NUM,1
megalami,VERB,1
kalium,NOUN,1
renda,NOUN,1
gimanaya,NUM,1
gobatinnya,NOUN,1
makasi,NUM,1
mengecek,VERB,2
dl,NOUN,1
klu,NUM,5
kash,PROPN,1
bintang5,PROPN,1
fikubilinsdh,NOUN,1
dripda,NOUN,1
arah,NOUN,3
lngsung,PROPN,2
petunjuk,NOUN,1
lwt,PROPN,1
pesbuk,PROPN,1
ditambah,VERB,5
riweuh,NOUN,1
tau2,PROPN,1
mya,NUM,1
muaskan,NUM,1
plus,X,1
dengantidak,NOUN,1
diperlukannya,VERB,1
0,NUM,1
rupiah,NOUN,1
melebihi,VERB,2
15k,NOUN,1
memuat,VERB,1
contohnya,ADJ,1
membuka,VERB,1
inbox,NOUN,1
mengeceklacak,VERB,1
laman,NOUN,1
mengalami,VERB,3
lagging,NOUN,1
menitmenit,NUM,1
yatapi,NOUN,1
mnuunggu,NOUN,1
mmnbantu,NUM,1
sehari,ADJ,1
kesemutan,NOUN,1
diskon,NOUN,2
berlanganan,NOUN,1
apus,NOUN,2
massa,NOUN,1
saldo,NOUN,12
ketrik,NUM,1
non,ADJ,1
aktivin,NOUN,1
menyedot,VERB,1
mbking,NOUN,1
platform,NOUN,1
alternatif,ADJ,1
nikmat,NOUN,1
diwaktu,NOUN,1
sedap,PROPN,1
lamachat,VERB,1
konsultasitolong,VERB,1
ketiganya,NOUN,1
berkisar,VERB,1
niatan,NOUN,1
mengapa,ADV,3
menggali,VERB,1
membantuudokter,VERB,1
10ribu,NOUN,1
gratispokoknya,PROPN,1
input,NOUN,2
option,NOUN,1
buatnya,NOUN,1
perintah,NOUN,1
selanjutnya,ADV,2
ulaaaaaang,NOUN,1
ngapain,PROPN,1
kirim2,PROPN,1
kelar2,NOUN,1
1jam,NOUN,1
bagusdan,PROPN,2
oembelian,NUM,1
mlhan,NOUN,1
kau,PROPN,1
mengontrol,VERB,1
trrhubung,NOUN,1
guysss,NUM,1
45k,NOUN,2
link,NOUN,1
isoman,NUM,1
24jam,NOUN,3
telemedisin,NUM,1
laebih,PROPN,1
satset,NOUN,1
kerjanya,NOUN,1
membntu,ADJ,1
dianggap,VERB,1
dikenai,VERB,1
silahkan,PROPN,1
woy,NOUN,1
tu,NOUN,2
rekomend,VERB,1
product,NOUN,1
ditangain,PROPN,1
drriki,PROPN,1
nofiandi,PROPN,1
merespin,NUM,1
saangat,PROPN,1
depannya,NOUN,1
terbitkan,NOUN,1
kedepan,NOUN,1
minimal,ADJ,1
sebaik,VERB,2
dokter2nya,NOUN,2
cemas,VERB,1
dulukalo,NUM,1
tambahin,VERB,1
belajar,VERB,2
operator,NOUN,1
woooy,PROPN,1
bgstt,PROPN,1
penipuuuu,PROPN,1
konsultasiii,VERB,1
istri,NOUN,2
marah,VERB,2
ngidam,NOUN,1
serabinya,PROPN,1
mmbntu,VERB,1
lgs,PROPN,1
jooz,NOUN,1
babi,NOUN,1
ujungujungnya,NOUN,1
memahami,VERB,1
tetng,NOUN,1
sangatlah,ADV,2
ditengah,ADP,1
proposional,PROPN,1
banggettt,NUM,1
ngatasi,NOUN,1
gc,NOUN,1
mantapmemudahkan,PROPN,1
betul,ADJ,1
alhamdulilllah,PROPN,1
membahas,VERB,1
hamdanah,NOUN,1
kucing,NOUN,1
spkj,NUM,1
aladokter,PROPN,1
adain,NOUN,1
nyusun,NOUN,1
berasa,VERB,2
hai,X,1
chat2,PROPN,1
dsuruh,PROPN,1
kalu,NOUN,1
jalanin,NOUN,1
memecahkan,VERB,1
mendapati,VERB,1
actualterimakasih,VERB,1
balikib,NOUN,1
by,PROPN,1
ybs,PRON,1
bertele2,ADJ,1
indikasi,NOUN,1
trhdp,NOUN,1
obat2,NOUN,1
penyakitnya,NOUN,2
berurusan,VERB,1
selektif,ADJ,1
komposisi,NOUN,1
komputerkarena,NUM,1
komputer,NOUN,1
repot,NOUN,4
jngn,PROPN,1
dsni,NOUN,1
dipilihin,VERB,1
jdix,NUM,1
superrr,NOUN,1
duperrr,NOUN,1
yes,PROPN,1
ill,NOUN,1
try,PROPN,1
consult,NOUN,2
later,PROPN,1
if,PROPN,1
have,NOUN,3
any,NOUN,2
complaints,NOUN,1
bermutu,NOUN,1
menjaga,VERB,2
trimakasi,PROPN,1
sebaiknya,X,1
tuntas,NOUN,1
ditujukan,VERB,1
berduit,NOUN,1
berdoa,VERB,1
sakit2an,VERB,1
alodoktersaya,PROPN,1
diabetestangan,NOUN,1
menggengam,VERB,1
sakitpadahal,NOUN,1
mengkonsumsi,VERB,1
pencair,NOUN,1
vit,NOUN,1
b,PROPN,1
simvasvatinkok,NOUN,1
sembuhmksih,VERB,1
padhl,NOUN,2
sms,NOUN,3
jaga,VERB,1
tahuan,NOUN,1
biduransdh,NOUN,1
minim,NOUN,1
sembuhmohon,VERB,1
tips,VERB,1
smngt,VERB,1
mengirim,VERB,1
ekspedisi,NOUN,2
kelewat,VERB,1
anterja,NUM,1
1x,VERB,2
tableb,NUM,1
neosep,PROPN,1
memasukan,VERB,2
tulisannya,PROPN,2
ktanya,PROPN,1
bles,NOUN,2
abisin,NUM,1
skrng,NUM,2
bels,NOUN,1
jels,NOUN,1
kegelisahan,NOUN,1
pribadiku,NOUN,1
seenggaknya,PROPN,1
ngawang,NOUN,2
hebat,PROPN,2
aldio,PROPN,1
rais,PROPN,1
mony,PROPN,1
drsiti,PROPN,1
basic,VERB,1
pulasa,NOUN,1
min,PROPN,2
keras,ADJ,2
nyawa,NOUN,1
taruhan,NOUN,1
dajjal,NOUN,1
lngganan,VERB,1
sruh,NOUN,1
tembok,NOUN,1
bukanya,NOUN,1
memvantu,NOUN,1
mlah,PROPN,1
menyekek,NUM,1
kya,PROPN,1
rentenir,NOUN,1
membantuu,ADJ,1
nipu,NOUN,1
padhal,PROPN,1
duluan,ADP,2
manaahal,NUM,1
pulak,NUM,2
trsu,NOUN,1
dokterdokter,NOUN,1
kesempatan,NOUN,1
dokterrumah,PROPN,1
selesaikan,NOUN,1
inisih,NOUN,1
kebutuhan,NOUN,1
shopee,NUM,1
pening,VERB,1
diikuti,VERB,1
demamsaya,NUM,1
panadol,NOUN,1
500mg,PROPN,1
dibagi,VERB,1
azitromicyn,NUM,1
250,NUM,1
mgefeknya,NUM,1
menyedihkan,PROPN,1
speaialis,NOUN,1
mengganggu,VERB,1
saling,ADV,1
diderita,VERB,2
mendatangi,VERB,1
difoto,NOUN,1
dianjurkan,VERB,1
fisiotererafi,NOUN,1
tongkat,NOUN,1
jatuh,VERB,1
kuat,ADJ,1
berdiri,VERB,1
mengangkat,VERB,1
penyebab,NOUN,1
memuasakan,NUM,1
ngeload,VERB,2
lancarmasih,NOUN,1
kayanya,NOUN,1
memuaskab,NUM,1
apotikny,NOUN,1
gawat,NOUN,2
hadehhhhh,NOUN,1
rewel,PROPN,1
konsultasikan,NOUN,1
dokmau,NUM,1
konsultasipenyakit,NUM,1
deritaperut,ADV,1
penuhdan,NOUN,1
disertai,VERB,1
bodoh,ADJ,2
mental,NOUN,3
dipersulit,VERB,2
axa,PROPN,1
mendaftar,VERB,1
dibikin,VERB,1
stress,NOUN,1
lucu,ADJ,1
terdesak,VERB,1
nyasemoga,NOUN,1
introvert,NUM,1
pencegahan,NOUN,1
dimohonkan,VERB,1
risih,VERB,1
wow,NOUN,2
mantapsss,PROPN,1
cacat,NOUN,1
tracking,NOUN,1
menu,NOUN,1
igd,PROPN,1
klw,PROPN,1
tmbah,NOUN,1
wbagusbramah,PROPN,1
gooodddd,PROPN,1
7tahun,NOUN,1
dokpernah,NUM,1
mulutnya,NOUN,1
bawa,NOUN,2
panasnya,NOUN,1
kelur,VERB,1
badanya,NOUN,1
bercak,NOUN,1
ad,VERB,2
qukasi,NOUN,1
mandibbrp,PROPN,1
kmbali,VERB,1
qubwa,NOUN,2
lgpas,PROPN,1
hangat,NOUN,1
badannya,NOUN,2
tanganya,NOUN,1
sprt,PROPN,1
terkelupas,PROPN,1
puskesmas,NOUN,1
angat,NUM,1
dikasi,NOUN,3
anti,NOUN,1
biotik,NOUN,1
msih,NOUN,1
memerlukan,VERB,1
padatjelas,NUM,1
biat,NOUN,1
ngasi,PROPN,1
stuk,PROPN,1
terkendala,VERB,1
kesibukan,NOUN,1
sebagainya,NOUN,1
langusng,NOUN,1
maap,NOUN,1
komen,VERB,1
ternyat,NOUN,1
tertipu,VERB,1
bayargmn,VERB,1
tanggapannya,NOUN,2
manbantu,ADJ,1
pendebitan,NOUN,2
rutin,VERB,1
29rb,NUM,1
dialoshop,NUM,1
gosend,NUM,2
driver,NOUN,3
kesalkan,VERB,1
apupun,NOUN,1
maupun,CONJ,1
mengirimkan,VERB,1
mengisi,VERB,1
form,NOUN,1
terlampir,NOUN,1
pencairan,NOUN,1
diterterakan,NUM,1
dicari,VERB,1
dikonfirmasi,VERB,1
pertimbangan,NOUN,1
tiga,NUM,1
appsnya,NOUN,1
mikkum,PROPN,1
pelapor,NOUN,1
kala,NOUN,2
disediakanbiar,NOUN,1
mlm2,NOUN,1
